Thickness,Temp1In,Temp1Out,Temp2In,Temp2Out,Fluid1,Fluid2,Q,Qr,Lmtd,Theta1,Theta2,m1,m2,dP1,dP2,V1In,V2In,A,M,Ae,Me,NP
0.39999998,19,48,71,42.00919,15,9,1054.6541,1054.6541,23.004595,1.2606177,1.2602183,8.6590004,18.591,1.3759892,34.725452,0.49551967,1.2161082,97.959999,4,96.720001,3.9379854,158
0.39999998,60,65,87,84.041054,21,36,291.06638,291.06635,23.005438,0.21733992,0.12861943,27.808001,48.033001,30.756969,49.999554,3.9340272,7.1312804,46.639999,5,46.200001,5.0785761,212
0.5,59,53,31,34.958252,14,12,22.552374,22.552374,23.005775,0.26080409,0.17205471,0.89700001,1.388,19.808846,43.302689,1.8570834,2.7753053,0.47999999,202,0.44,200.48106,24
0.39999998,76,38,15,52.982059,2002,3,6018.1133,6018.1133,23.008968,1.6515299,1.6507502,40.643002,37.830002,71.841972,59.722057,4.9190373,4.8908863,51.359997,5,50.879997,4.9943395,214
0.39999998,84,76,55,58.854004,16,23,246.68628,246.68628,23.01078,0.34766313,0.16748689,14.73,30.576,17.17835,76.868797,2.0838685,4.3256187,22,14,21.559999,13.844132,100
0.39999998,30,42,60,58.875618,23,14,150.67458,150.67458,23.011053,0.52148855,0.048862692,5.9980001,31.975,91.474335,46.963463,0.84854341,4.1391907,10.78,0,10.34,-0.012119519,49
0.39999998,37,45,67,61.052979,33,19,492.60388,246.30194,23.011229,0.34765637,0.25843999,32.27,41.421001,20.826933,31.05736,2.340709,3.0003138,31.460001,0,31.02,0,143
0.39999998,49,37,19,20.123755,23,15,161.60213,161.60213,23.011324,0.52148241,0.048834849,6.4330001,34.187,64.515236,48.464085,0.91008329,4.3670692,24.48,6,24,6.3119922,102
0.5,40,51,76,61.132286,1,33,1257.9695,1257.9695,23.011997,0.47801152,0.64608532,27.395,42.417999,10.355577,38.413944,1.5717419,2.7823174,70.68,13,69.440002,13.034529,114
0.5,23,69,79,67.198967,1,1,64.367859,64.367859,23.012308,1.9989303,0.51281399,0.33500001,1.3049999,1.6857244,23.858019,0.69807702,2.7348812,0.95999998,18,0.91999996,18.739132,48
0.5,72,28,18,27.799999,11,11,44.366432,44.366432,23.012642,1.9119925,0.42585286,0.245,1.1,10.35355,31.668169,0.52372926,2.3063605,0.45999998,1,0.41999999,0.9756462,23
0.39999998,73,46,22,50.945034,2002,3,3983.4226,3983.4224,23.013786,1.1732098,1.2577258,37.806,32.84,41.008457,32.364578,4.569159,4.2421961,42,0,41.52,-0.000869818,175
0.39999998,56,61,82,81.153282,16,2,166.23691,166.23689,23.014214,0.21725704,0.036791082,15.882,46.689999,11.045958,52.625103,2.2468433,6.1335783,18.48,97,18.039999,96.117874,84
0.39999998,64,30,15,30.525309,11,14,2216.231,2216.231,23.014555,1.477326,0.67458653,15.838,33.924,8.5105057,37.058311,2.1085675,4.3450694,29.519999,0,29.039999,0.015706867,123
0.39999998,68,54,37,37.695724,9,140,132.69525,132.69525,23.014772,0.60830498,0.030229475,4.809,46.956001,3.1117165,53.561108,0.7066291,6.0275397,18.48,12,18.039999,11.51808,84
0.5,25,33,69,38.605862,23,23,659.62207,659.62201,23.015127,0.34759748,1.3206156,39.387001,10.367,36.008774,36.24649,2.4764979,0.65183568,236.84001,0,235.60001,-0.000920167,382
0.39999998,72,42,30,32.684212,43,11,143.64687,143.64687,23.017897,1.3033336,0.11661412,2.4449999,13.003,13.301092,54.751282,1.4402198,6.8302879,9.9000006,1,9.6000004,0.95897293,66
0.39999998,28,57,75,56.893845,1,2,1303.075,1303.075,23.018885,1.2598351,0.7865783,10.759,17.122999,15.532147,33.81723,1.3927135,2.2426145,12.48,2,12,2.0308759,52
0.5,78,70,50,51.670635,16,2001,27.247698,27.247696,23.019842,0.34752628,0.072573707,1.627,4.1820002,16.082811,64.802361,1.7760295,3.7350507,1.9840001,14.999999,1.9200001,14.930218,62
0.5,50,55,76,75.168121,33,12,9.0990686,9.0990686,23.021206,0.21719106,0.03613532,0.93599999,2.6210001,37.849823,63.230465,1.0536152,2.5672252,0.60800004,38,0.54400003,37.849873,19
0.5,36,56,77,61.170856,44,43,1357.3807,1357.3807,23.022495,0.86871558,0.68755114,35.278,42.955002,9.5431671,11.997974,2.288624,2.8190765,246.76001,9,245.52,9.0704527,398
0.39999998,74,46,31,40.50383,23,1,611.12213,611.12213,23.022915,1.2161796,0.41279873,10.426,15.389,71.751244,15.484983,0.65554535,0.87907588,58.900002,0,57.66,0,95
0.5,73,54,36,44.094746,39,140,940.82587,940.82587,23.023787,0.82523352,0.35158187,25.024,28.603001,18.944792,13.075935,1.6387087,1.6357582,64.480003,11,63.240002,10.866301,104
0.39999998,32,53,68,65.504944,14,14,515.34119,515.34119,23.026329,0.91199946,0.10835666,5.8530002,49.247002,1.6624579,90.965042,0.75548494,6.3980393,11.879999,74,11.44,76.438904,54
0.5,82,72,52,55.65435,22,2002,193.80701,193.80701,23.027287,0.4342674,0.15869652,9.2580004,13.63,84.957687,42.349182,5.2389565,6.5353785,19.740002,0,19.460001,0,141
0.39999998,54,40,23,23.661907,37,15,125.28419,125.28419,23.028843,0.60793328,0.028742529,4.6440001,45.021,66.222321,80.739174,0.677113,5.7553558,11.879999,44,11.44,44.912621,54
0.39999998,49,40,19,23.813152,37,23,160.45799,160.45799,23.030027,0.39079416,0.20899464,9.29,15.925,78.185852,30.915752,1.3507349,2.2529266,51.039997,59.999996,50.599998,57.990398,232
0.39999998,68,37,17,41.645126,23,12,1626.7332,1626.733,23.031502,1.3459826,1.0700617,25.066999,16.103001,42.967026,1.52258,1.5761131,0.89665699,290.16,0,288.92001,-0.034223128,468
0.5,32,47,69,56.095695,37,17,693.28412,693.28412,23.03196,0.65126896,0.56027818,24.282,25.664,16.959078,64.269135,1.5673602,1.6136502,90.519997,4,89.279999,4.0142813,146
0.39999998,59,69,88,86.601967,17,16,122.12897,122.12897,23.033905,0.43414262,0.060694579,5.8340001,41.73,4.2880173,83.1548,0.82534212,5.9035869,12.759999,6,12.32,5.9881344,58
0.39999998,45,59,77,73.929482,9,2002,370.56531,370.56531,23.034193,0.60779208,0.13330263,13.625,30.683001,27.511095,75.388252,1.9921125,3.7153406,16.5,1,16.059999,1.0148417,75
0.39999998,42,37,15,17.898378,23,2002,434.32819,217.16409,23.034834,0.21706256,0.12582588,41.494999,39.466999,63.127434,43.852871,2.9351707,2.3241711,25.300001,0,24.860001,-7.27E-05,115
0.39999998,53,65,85,79.36657,18,1,972.45166,972.45166,23.036846,0.52090466,0.24454001,40.889999,41.233002,78.022141,35.606438,5.968646,5.4206424,48.48,0,48,0.008050962,202
0.39999998,69,40,22,40.063339,2002,23,1364.1707,682.08533,23.037277,1.2588294,0.78409177,12.087,36.076,4.6894417,51.950798,0.32400957,1.1341577,238.08,78,236.84,74.028709,384
0.39999998,85,76,56,58.629696,22,42,226.40752,113.20376,23.038553,0.39064953,0.11414327,12.017,43.941002,39.631516,17.978582,0.85002881,3.2116485,20.68,11,20.24,10.668189,94
0.39999998,56,34,17,25.638399,140,2001,1425.6156,1425.6156,23.03862,0.95491832,0.37495297,15.927,42.316002,46.728523,88.341644,2.0601077,4.8980365,29.759998,5,29.279999,4.8797302,124
0.39999998,28,57,72,61.542969,12,3,1443.127,1443.127,23.041124,1.2586192,0.45384204,12.078,32.716999,9.1843033,60.247173,1.5220728,4.2676086,11.879999,0,11.44,0.007407378,54
0.39999998,67,51,20,50.420204,37,2001,1129.4415,1129.4415,23.042744,0.69436175,1.3201642,35.93,9.5200005,35.743626,4.4194479,2.34516,0.48974705,145.08,33,143.84,34.450928,234
0.39999998,58,66,88,82.119034,16,22,532.64478,532.64478,23.04328,0.3471728,0.25521395,31.805,43.264999,23.857231,62.083473,4.4994869,6.1207452,60.719997,0,60.279999,-0.005453153,276
0.39999998,86,67,51,54.097466,20,1,411.70694,411.70694,23.043921,0.82451248,0.13441573,10.351,31.849001,25.093624,21.21487,1.4643668,4.1171427,61.679996,0,61.199997,-0.005714947,257
0.5,56,41,24,25.624331,15,1,31.403481,31.403481,23.04447,0.65091538,0.070486784,0.49900001,4.618,0.63841295,34.501553,0.25780648,2.361892,2.016,207,1.8479999,198.26988,24
0.39999998,70,57,17,58.267963,14,15,2050.1558,2050.1555,23.046612,0.56407422,1.7906303,37.613998,11.831,30.946743,40.460598,4.8913436,1.5295721,21.780001,0,21.34,-0.011337814,99
0.39999998,83,77,56,57.775135,17,1,313.79651,313.79651,23.047932,0.26032704,0.077019274,24.983,42.355999,38.630226,69.63311,3.5343714,5.4848614,13.86,0,13.42,0,63
0.5,64,53,29,41.870659,15,140,1845.224,1845.224,23.052021,0.47718158,0.55833101,39.988998,35.297001,14.693907,12.043655,2.3036468,2.0168312,60.760002,145,59.52,145.97728,98
0.39999998,35,43,71,53.726345,14,14,776.547,776.547,23.053129,0.34702447,0.74929762,23.146,10.723,61.803734,15.900591,2.9764733,1.3950953,6.1599998,0,5.7199998,-0.005603295,28
0.39999998,81,76,54,56.860291,21,12,341.19284,341.19284,23.053307,0.21688862,0.12407289,32.597,28.806999,71.48703,20.833733,4.6115317,3.6300719,22.220001,0,21.780001,-0.008249398,101
0.39999998,86,79,58,60.762096,20,39,261.98068,130.99034,23.05407,0.30363402,0.11980949,17.878,48.248001,61.430187,38.824776,1.2646098,3.5306206,13.2,0,12.76,0.000102727,60
0.39999998,36,58,78,62.40456,39,9,1190.1112,1190.1112,23.054203,0.95427287,0.67646843,28.073,38.159,41.892979,54.247589,1.8232341,2.5056851,108.5,0,107.26,-0.008334386,175
0.39999998,52,46,24,27.857012,23,37,182.4147,182.4147,23.054897,0.26024839,0.16729686,14.523,25.416,45.558617,77.647377,2.054584,3.6514001,21.559999,6,21.119999,5.7635465,98
0.39999998,30,61,79,58.978043,14,44,933.9621,933.9621,23.055044,1.3446082,0.86844152,7.1859999,23.370001,3.3776362,53.670189,0.93063641,3.4546726,42.239998,14.999999,41.759998,15.806754,176
0.39999998,20,65,79,55.365131,11,1,692.84479,692.84479,23.05584,1.9517832,1.0251142,3.7409999,7.0180001,9.3078861,28.857832,1.9930869,3.6768959,6.4500003,0,6.1500001,-0.000279824,43
0.39999998,32,53,71,60.98069,42,15,821.71198,821.71198,23.056181,0.9108187,0.43456069,20.455999,19.548,22.281511,7.9963341,2.9808989,2.5423338,50.639999,0,50.16,-0.001565949,211
0.39999998,34,48,66,62.984478,44,3,375.41013,375.41013,23.057806,0.60716963,0.13078097,14.053,29.528,12.947151,24.000195,2.0421135,3.8400424,20.460001,0,20.02,-0.002895768,93
0.39999998,73,60,34,52.651138,11,23,1259.9985,1259.9985,23.059135,0.56376791,0.80883944,23.549999,32.271,4.197392,75.520683,1.3990111,2.029072,156.24001,35,155,34.450836,252
0.39999998,69,52,32,42.583874,35,2,458.33054,458.33054,23.059484,0.73722374,0.45898136,13.69,10.312,35.075539,7.5562429,2.0126989,1.3319205,24.48,0,24,-0.012851211,102
0.39999998,45,56,75,72.663467,39,33,95.630829,95.630821,23.06115,0.4769927,0.101319,4.4860001,20.35,5.016387,42.713928,0.65480548,3.0016949,10.339999,0,9.8999996,0,47
0.39999998,18,55,67,57.440655,3,23,396.62863,396.6286,23.061497,1.6044059,0.41451538,2.5580001,19.82,0.21229723,36.854301,0.33099496,2.8039563,42.48,0,42,-0.019921169,177
0.39999998,76,36,25,34.228249,12,140,1255.7886,1255.7886,23.061661,1.7344805,0.40015543,7.5799999,33.507999,15.45682,42.341854,0.96221274,4.2962008,15.4,11,14.96,10.553932,70
0.39999998,76,53,36,45.582489,1,14,1927.7577,963.87885,23.061865,0.99731743,0.41551232,20.070999,47.98,2.3552284,12.930098,1.312142,3.0878437,21.559999,29,21.119999,28.431252,98
0.39999998,72,34,21,34.675911,37,2002,2602.2051,1301.1025,23.062794,1.6476755,0.59298587,35.193001,49.702999,13.994849,4.4900794,1.1516849,1.311044,225.68001,18,224.44,17.316057,364
0.5,42,56,76,68.423668,9,39,22.464422,22.46442,23.062929,0.6070348,0.32850695,0.82999998,1.478,92.287933,31.768923,0.93481606,1.6830945,1.4720001,6,1.4080001,6.0915656,46
0.39999998,68,55,34,42.740711,44,44,337.7384,337.7384,23.064135,0.56364566,0.37897417,13.171,20.337999,26.06377,64.612427,1.9353319,2.9466848,26.639999,1,26.16,1.0000006,111
0.5,76,67,47,49.571106,44,43,10.406291,5.2031455,23.065315,0.39019626,0.11147066,0.57700002,2.096,5.5080729,47.425896,0.68124735,2.4387918,0.43999997,13,0.39999998,12.847874,22
0.39999998,73,40,28,33.546326,23,11,238.19545,238.19545,23.06604,1.4306747,0.24045418,3.448,10.435,88.817207,19.851925,1.9511688,5.4834094,27.9,6,27.6,6.5034227,186
0.39999998,26,67,79,65.454605,23,11,2413.2654,1206.6327,23.066364,1.77748,0.58723581,28.117001,43.289001,9.9780769,51.461231,0.88394254,1.2892351,345.95999,49,344.72,45.889214,558
0.5,70,56,34,45.832684,44,2,1345.1318,1345.1318,23.06669,0.6069358,0.51297706,48.594002,27.068001,16.975004,3.7781022,3.1769762,1.5560035,156.24001,29.999998,155,30.742434,252
0.39999998,28,52,66,63.398174,42,140,318.71313,318.71313,23.068249,1.0403911,0.11278818,6.9710002,29.874001,72.553856,28.423929,1.015264,3.8840733,14.52,0,14.08,0.00193084,66
0.5,32,53,71,61.009377,12,35,152.1937,152.1937,23.068491,0.91033262,0.43308526,1.7589999,7.6680002,36.931942,22.921896,0.88532662,4.5143385,9.5199995,2,9.2399998,2.0814965,68
0.39999998,25,44,69,46.239311,3,15,2686.8079,2686.8079,23.068588,0.82363081,0.98665285,33.758999,28.139,51.532116,36.429394,4.3491974,3.6559899,22.08,0,21.6,0.000879535,92
0.39999998,58,66,86,84.44191,22,15,226.48915,226.48915,23.071259,0.34675178,0.067533821,13.524,34.599998,95.759712,36.223297,1.9132545,4.5373526,29.759998,58,29.279999,55.787632,124
0.39999998,22,50,63,59.348965,12,2,726.79443,363.39722,23.071806,1.2136024,0.15824662,6.316,47.368999,0.7978161,32.565723,0.39691132,3.085983,9.2399998,29,8.8000002,30.079195,42
0.39999998,37,58,73,70.623001,44,2,331.36642,331.36642,23.072248,0.91018438,0.10302415,8.1820002,33.161999,15.668268,54.325031,1.1956267,4.3395076,20.16,14.999999,19.68,14.80579,84
0.39999998,22,38,57,49.692913,2,12,831.77777,831.77777,23.074188,0.69341552,0.31667796,12.382,27.511999,15.375353,68.0588,1.5961692,3.4670694,7.2600002,0,6.8200002,0.003105831,33
0.39999998,26,61,77,57.978477,140,3,3591.2659,1795.6329,23.074467,1.5168282,0.82435369,25.214001,44.751999,10.012561,27.634796,1.6347382,2.9265072,19.199999,1,18.719999,1.0140516,80
0.5,43,55,75,69.451973,43,3,1120.6304,1120.6302,23.075851,0.52002412,0.24042568,48.305,47.828999,64.337738,27.681063,3.1319921,2.7771947,48.360001,4,47.119999,3.9420784,78
0.39999998,60,68,89,85.288261,16,21,379.42459,379.42459,23.077766,0.346654,0.16083613,22.656,48.831001,14.456185,75.551674,3.2051682,6.9081731,38.939999,0,38.5,0,177
0.39999998,68,36,20,36.013294,42,37,416.44742,416.44742,23.077776,1.3866154,0.69388378,6.6989999,13.927,7.5991826,36.87624,0.43748599,0.8934015,115.32,18,114.08,17.497248,186
0.39999998,27,64,75,68.820358,2001,140,1224.8184,1224.8184,23.077974,1.6032603,0.26777229,8.4879999,48.110001,90.826874,60.790657,0.98247784,6.2879515,21.559999,0,21.119999,0.025983792,98
0.39999998,38,44,78,52.790684,2001,41,766.86481,766.86481,23.078051,0.25998729,1.0923504,32.771999,15.327,30.164766,13.726857,3.7933276,2.2644837,60.48,0,60,0.012332759,252
0.39999998,39,50,72,63.192162,42,19,578.04413,578.04407,23.078732,0.47662932,0.38164309,27.382,32.606998,38.288364,62.353588,3.9834833,4.7408223,58.799999,0,58.32,0.005075187,245
0.5,73,58,36,48.805855,2,39,247.0723,247.0723,23.079693,0.64992201,0.5548538,3.9189999,10.088,4.0883608,49.562946,2.0513275,5.8664074,10.5,0,10.22,-0.002724234,75
0.39999998,72,50,30,45.538982,2001,15,1003.0878,1003.0878,23.079981,0.95320702,0.67326671,11.691,15.377,62.983124,75.6409,1.353222,1.9781671,16.32,19,15.839999,18.752726,68
0.39999998,37,61,75,72.432793,43,43,133.71938,133.71938,23.081245,1.0398053,0.11122482,2.882,25.903,60.059193,51.229675,0.42184502,3.8207815,10.559999,0,10.12,-0.002010151,48
0.39999998,23,44,62,52.040882,37,20,838.10632,838.10626,23.082008,0.90979952,0.4314667,21.177,40.200001,15.022817,97.959297,1.3646326,2.527616,311.23999,53,310,52.961948,502
0.39999998,60,43,26,29.533594,11,2002,384.88089,384.88089,23.082182,0.73649883,0.15308753,5.5009999,28.452,1.8057195,40.817253,0.73107851,3.3691492,10.559999,56,10.12,54.629841,48
0.39999998,48,38,17,22.70092,2001,12,842.90704,421.45352,23.082855,0.43322197,0.24697639,21.613001,36.205002,6.968256,11.431754,1.2508421,2.2517974,14.08,0,13.64,-0.000465556,64
0.39999998,20,48,62,55.43795,35,9,255.18898,255.18898,23.083181,1.2130044,0.28427839,4.8319998,19.802999,74.960228,72.224342,0.70216262,2.9002161,26.4,3,25.959999,3.0816855,120
0.5,62,35,22,24.61714,2001,140,66.549599,66.549599,23.084082,1.1696372,0.11337423,0.63200003,6.2579999,0.70945555,9.781682,0.2926136,3.2003455,7.8400002,47,7.5599999,45.712139,56
0.39999998,48,42,15,28.433336,140,15,718.3916,718.3916,23.084209,0.25991794,0.58192748,29.438,12.717,85.759048,20.614754,3.7939732,1.6275492,6.5999999,14,6.1599998,14.187226,30
0.5,80,74,53,54.697441,20,3,305.98395,305.98395,23.084492,0.25991476,0.073531665,24.361,42.854,35.811581,20.515776,1.5317228,2.4641869,53.320004,75,52.080002,73.917374,86
0.39999998,64,35,19,31.99654,15,12,2184.0056,2184.0056,23.084511,1.2562536,0.56299829,17.948999,41.057999,59.830639,52.460842,2.3264737,5.1252189,18.040001,1,17.6,0.976349,82
0.39999998,38,44,68,60.195381,140,2002,584.79681,584.79675,23.085936,0.25989848,0.33806813,23.983,19.153,29.488724,21.801107,3.0858672,2.309314,10.12,50,9.6800003,49.896072,46
0.39999998,84,68,50,54.947701,20,1,188.43951,188.43951,23.086906,0.69303352,0.21430764,5.6259999,9.1260004,84.774422,31.685772,3.1836646,4.7207532,12.900001,8,12.6,7.7471123,86
0.39999998,43,48,69,68.307899,9,2001,104.62887,104.62887,23.087004,0.21657206,0.029977927,10.886,38.763,23.186668,92.460983,1.5819004,4.4867802,9.6799994,62,9.2399998,61.724354,44
0.39999998,62,67,88,87.308266,20,37,45.500053,45.500053,23.087175,0.21657045,0.029961843,4.3470001,32.014,5.6247144,34.805874,0.61497468,4.7555585,19.360001,122.00001,18.92,119.41512,88
0.39999998,73,56,39,42.516323,39,1,720.01404,720.01404,23.089357,0.73626995,0.15229194,21.370001,49.034,44.189121,85.935898,3.148706,6.3072391,32.639999,0,32.16,-0.004035618,136
0.39999998,56,69,87,85.059265,22,140,251.54088,251.54088,23.089893,0.56301689,0.084051274,9.243,31.094,14.332754,19.15325,1.3076169,4.0962691,35.859997,0,35.419998,-0.000486135,163
0.5,86,75,51,63.795666,16,33,30.741585,30.741583,23.090532,0.47638571,0.55415207,1.335,1.226,54.972061,12.675547,1.457283,1.386807,2.6240001,2,2.5600002,2.0300775,82
0.39999998,19,64,78,54.459469,42,19,2058.5273,2058.5276,23.091259,1.9487894,1.0194564,23.954,43.549999,28.385265,90.640846,1.5608997,2.826416,270.32001,1,269.08002,1.0727177,436
0.39999998,81,76,55,55.682739,18,15,71.466812,71.466805,23.091406,0.21653077,0.029566811,6.9619999,24.954,16.025354,62.002022,1.0285549,3.2226746,6.5999999,20,6.1599998,20.158798,30
0.5,55,41,18,31.815479,23,2002,241.26021,241.26019,23.092138,0.60626692,0.59827632,8.2320004,4.5710001,88.701942,25.209455,4.6583591,2.1674032,28.140001,0,27.860001,0.000635924,201
0.39999998,36,49,67,65.06591,1,1,377.96115,188.98058,23.092743,0.56294739,0.083753139,6.9629998,46.798,0.92940456,31.424433,0.44903305,3.0441828,9.2399998,199,8.8000002,204.92137,42
0.39999998,65,58,35,41.812691,15,12,1318.4683,1318.4681,23.093529,0.30311522,0.29500431,44.900002,47.047001,34.51482,38.419823,2.5877607,2.6198661,78.119995,558,76.879997,557.69958,126
0.5,32,66,78,71.534187,140,14,264.49777,132.24889,23.09413,1.4722356,0.27997646,1.909,9.7399998,2.0293479,33.755722,0.49639791,2.5433056,2.016,22,1.8479999,22.838919,24
0.39999998,22,67,77,66.459007,42,12,1786.8007,1786.8005,23.096121,1.9483792,0.45639667,20.690001,40.679001,23.895454,16.987829,1.3504415,2.2959197,111.6,4,110.36,4.2796226,180
0.39999998,24,49,64,57.688118,2,2001,488.06824,488.06824,23.097557,1.0823655,0.27327055,4.6490002,19.827,19.260103,53.526764,0.60212088,2.2949562,8.1399994,1,7.6999998,1.019954,37
0.39999998,54,47,24,30.803783,2002,11,1150.3708,1150.3708,23.097969,0.30305696,0.29456198,42.314999,41.082001,42.871704,40.71257,5.0684032,5.3905396,39.84,156,39.360001,155.99107,166
0.5,55,67,85,84.078896,18,140,1.9094007,1.9094007,23.098312,0.51951849,0.039877564,0.079999998,0.498,53.39489,47.425079,0.18711638,1.0482291,0.13999999,22,0.099999994,22.853783,7
0.39999998,60,68,89,85.338303,20,14,632.37433,316.18716,23.101299,0.34630087,0.15850613,37.759998,40.984001,22.197001,31.317648,2.6709733,2.6915193,26.620001,0,26.18,-0.007013208,121
0.39999998,58,36,19,27.48604,140,2,646.14075,646.14075,23.101934,0.9523012,0.36733028,7.2150002,18.139,18.584169,93.620476,0.93414712,2.3278999,4.8400002,5,4.4000001,4.8720136,22
0.39999998,57,63,85,81.244141,17,23,252.552,252.552,23.103909,0.2596963,0.16256382,20.107,32.120998,40.571911,80.407272,2.8445585,4.5441914,25.919998,22,25.439999,22.052803,108
0.39999998,75,66,46,48.482662,41,44,230.77647,230.77646,23.105679,0.38951463,0.10744814,12.816,48.220001,7.1718035,75.562828,1.890404,7.0089931,22.66,1,22.219999,1.0000027,103
0.39999998,42,61,77,74.064362,39,19,169.65257,169.65257,23.108988,0.82219094,0.12703449,4.5999999,28.302,81.254745,52.903561,0.67331266,4.1298327,15.839999,1,15.4,1.0162313,72
0.39999998,35,67,79,74.577225,44,44,277.98972,277.98972,23.109138,1.3847336,0.19138642,4.4790001,31.108,77.808609,36.279743,0.65777725,4.5985432,21.34,0,20.9,-0.003756238,97
0.39999998,46,37,16,20.642965,14,15,957.32477,478.66235,23.110104,0.38944006,0.20090629,25.371,49.007999,5.8083668,20.371563,1.6330462,3.1304891,14.08,113,13.64,111.4447,64
0.39999998,40,49,69,66.527817,39,23,236.07535,236.07533,23.110458,0.38943407,0.10697249,13.668,45.616001,44.212173,70.425674,1.9872816,6.4533439,22.220001,0,21.780001,-0.003831575,101
0.39999998,73,32,22,28.49407,11,1,765.06995,765.06989,23.111229,1.7740294,0.28099197,4.5339999,28.143,18.967007,31.136158,0.60603029,3.6017349,12.32,29,11.88,27.674881,56
0.39999998,53,63,86,76.223526,19,17,275.55521,275.55521,23.111584,0.43268347,0.42301187,13.929,13.464,81.413651,36.735428,2.0120866,1.9047662,28.32,21,27.84,21.211391,118
0.39999998,74,64,43,48.63636,43,2,433.52362,433.52362,23.113209,0.43265304,0.24385883,21.719,18.311001,15.845555,7.9399357,3.2018781,2.3712032,25.300001,0,24.860001,-0.000922854,115
0.39999998,40,52,73,65.363945,11,17,526.125,526.12494,23.113352,0.51918042,0.33037418,10.653,32.912998,4.2263155,75.560104,1.4108107,4.6562366,28.079998,0,27.599998,0.006182753,117
0.39999998,54,68,86,83.121124,20,39,187.71521,187.71521,23.116415,0.60563022,0.12453816,6.4050002,31.886,20.880083,45.631149,0.90612215,4.7314453,36.959999,29.999998,36.48,29.176081,154
0.39999998,43,49,70,68.370979,39,2,335.89001,335.89001,23.116657,0.2595531,0.070469558,29.099001,49.053001,31.897348,52.664566,4.2308974,6.4106693,21.559999,42,21.119999,41.63649,98
0.5,20,58,72,55.529186,14,14,376.4563,376.4563,23.117418,1.6437821,0.71248502,2.3610001,5.4510002,20.499729,79.6138,1.2214935,2.8381469,2.52,12,2.352,12.296285,30
0.39999998,30,51,66,63.741119,2002,140,454.36383,454.36383,23.118147,0.90837729,0.097710282,5.605,49.049999,1.4295753,73.981377,0.67040932,6.377244,14.08,28,13.64,28.178684,64
0.39999998,38,47,69,62.274574,2001,2001,1138.293,1138.293,23.118641,0.38929623,0.29090923,32.43,43.397999,24.1635,41.54578,3.7537415,5.0232768,34.98,0,34.540001,0,159
0.5,45,40,17,21.761827,14,2002,857.50513,857.50513,23.118881,0.21627344,0.20597136,40.910999,47.324001,30.206707,47.589943,1.3845377,1.4684291,11.886,26,11.32,25.981459,42
0.39999998,39,51,69,68.128807,35,1,139.88034,139.88034,23.119709,0.51903766,0.037681829,6.0689998,38.439999,5.304883,44.661533,0.88340139,5.0063581,14.52,34,14.08,34.636063,66
0.39999998,85,69,50,57.199467,16,41,362.5769,362.5769,23.121803,0.69198757,0.31137133,10.825,25.857,60.424969,68.15329,1.5314242,3.7767744,29.279999,9,28.799999,8.8517218,122
0.39999998,24,69,78,71.431053,35,43,580.24963,580.24963,23.122646,1.946144,0.28409147,6.697,43.859001,40.710316,48.7449,0.98459065,6.4799371,67.919998,0,67.439995,-0.020282894,283
0.5,45,55,74,72.806732,33,42,11.521551,5.7607756,23.124544,0.43244097,0.051601786,0.59500003,4.8039999,2.7795491,24.326191,0.33488303,2.7323291,1.8560001,80,1.7920001,77.974045,58
0.5,54,66,86,80.563248,19,33,546.68286,546.68286,23.126614,0.51888269,0.2350864,22.945999,49.269001,29.451969,53.929832,1.4763449,3.2492638,62.000004,10,60.760002,10.171369,100
0.5,58,64,85,83.395737,22,3,265.66504,265.66504,23.12829,0.25942254,0.069363676,21.150999,39.112,32.97044,9.395072,1.3298906,2.2838557,95.479996,163,94.239998,155.69257,154
0.39999998,63,45,20,41.642529,12,15,2326.0864,2326.0864,23.130955,0.77817798,0.9356522,31.225,25.584999,46.644833,32.679569,3.9440165,3.2870038,21.359999,0,20.879999,-0.000629407,89
0.5,22,69,79,66.568848,11,2002,535.61975,535.61969,23.131485,2.0318627,0.53741264,2.7690001,10.968,5.6652651,74.391541,1.4778419,5.3174262,5.3200002,0,5.04,0.015259929,38
0.39999998,62,67,88,87.407822,20,3,60.792343,60.792343,23.133966,0.21613242,0.025597787,5.8080001,24.228001,7.2942109,13.852311,0.82166386,3.1888845,19.800001,128,19.360001,126.69601,90
0.5,27,34,58,49.291042,23,23,731.45917,731.45917,23.135002,0.30257183,0.37644076,49.916,40.120998,58.816666,23.78463,3.1385195,2.5226488,200.88,6,199.64,5.769176,324
0.5,70,34,20,34.419628,15,37,1304.9266,1304.9265,23.136614,1.5559753,0.6232385,8.6389999,48.528,19.128304,21.998066,0.49910611,3.1101987,236.84001,32,235.60001,30.265282,382
0.39999998,70,57,32,48.631634,43,15,691.72424,691.72424,23.1367,0.56187791,0.71884209,26.889999,9.9090004,54.635742,4.820189,3.9555295,1.2761645,30.959999,0,30.48,0.003940594,129
0.5,54,37,18,26.159451,35,2001,1507.6879,1507.6879,23.139492,0.73467475,0.35262012,46.137001,47.379002,24.79023,15.927315,2.9897561,2.4373662,164.92001,0,163.68001,0.010623197,266
0.5,23,38,56,52.17981,2,11,155.93549,155.93547,23.14156,0.64818448,0.16507921,2.4760001,9.9180002,6.2415504,73.232002,1.2767292,5.2631173,3.0239999,92,2.8559999,94.637299,36
